time,open,high,low,close,"BTCUSD, BITSTAMP: Open","BTCUSD, BITSTAMP: High","BTCUSD, BITSTAMP: Low","BTCUSD, BITSTAMP: Close",Basis,Upper,Lower,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,EMA,EMA,EMA2,EMA3,Histogram,MACD,Signal,MF,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Detrended Price Oscillator
895788000,1118,1121.25,1110.75,1114,NaN,NaN,NaN,NaN,1113.4375,1135.3286369051452,1091.5463630948548,14598,14528.95,14598,14528.95,14598,14528.95,14598,14528.95,14598,14528.95,1116.4184980957277,1116.2169142448806,1115.6215640373491,1099.4517975845938,-0.5268339193552398,1.6729474997614489,2.1997814191166887,49.54685186120533,62.02699926683409,57.68480676804395,49.84724966866479,51.05640472200365,NaN,NaN,-3.6666666666667425
896133600,1112.5,1120.75,1092,1094,NaN,NaN,NaN,NaN,1113.4625,1135.2634604146103,1091.6615395853898,21843,14739.45,21843,14739.45,21843,14739.45,21843,14739.45,21843,14739.45,1111.4366096300105,1113.0430693527549,1113.655967306681,1099.257090528001,-1.9404419917121338,-0.22577107052347856,1.7146709211886553,48.301131139009286,36.70160184822711,53.24557357931548,41.197046883423475,50.17253555788083,NaN,NaN,-23.845238095238074
896220000,1095,1098.5,1075,1096.5,NaN,NaN,NaN,NaN,1113.7375,1134.5127707563681,1092.9622292436318,15808,14703.45,15808,14703.45,15808,14703.45,15808,14703.45,15808,14703.45,1108.1173630455637,1110.6797737309328,1112.0963339151647,1099.1586230091439,-2.5808311376346404,-1.5113680008546453,1.0694631367799952,48.22471905475743,20.542232217625813,39.756944444229,42.53934915418557,49.81196523610642,NaN,NaN,-21
896306400,1097.25,1103.25,1091,1100.75,NaN,NaN,NaN,NaN,1113.9375,1134.123432601686,1093.751567398314,9938,14468.5,9938,14468.5,9938,14468.5,9938,14468.5,9938,14468.5,1106.4801712576607,1109.261234626514,1111.064849013786,1099.2154579016744,-2.5854482350937538,-2.162347157087197,0.4231010780065567,54.255300835598106,11.973404437461786,23.07241283443823,44.84436890317603,49.859550398824226,NaN,NaN,-16.976190476190368
896392800,1101,1107.75,1090.75,1090.75,NaN,NaN,NaN,NaN,1112.5125,1134.900820057554,1090.124179942446,17755,14865.2,17755,14865.2,17755,14865.2,17755,14865.2,17755,14865.2,1102.9845776448471,1106.616772537012,1109.2180445579872,1098.9131201194718,-3.0948426435408836,-3.4454522264195475,-0.35060958287866417,46.35149399328526,11.973404437461786,14.829680364183126,40.70661330644048,49.071804698109595,NaN,NaN,-26.92857142857133
896652000,1090,1101.5,1084.5,1095.25,NaN,NaN,NaN,NaN,1110.8,1132.9673182861752,1088.6326817138247,17710,15036.45,17710,15036.45,17710,15036.45,17710,15036.45,17710,15036.45,1101.265782612659,1104.9929478888673,1107.9482223254429,1098.7822944009192,-2.9615084969653003,-4.0524952040852895,-1.0909867071199892,38.03407770841561,14.63458478291759,12.86046455261372,43.24444317393456,48.564120986604046,NaN,NaN,-22.011904761904816
896738400,1095.25,1102.5,1091,1095.75,NaN,NaN,NaN,NaN,1109.1875,1130.800502452232,1087.574497547768,14502,14952.1,14502,14952.1,14502,14952.1,14502,14952.1,14502,14952.1,1100.0400531431792,1103.6725267618863,1106.8392930231298,1098.673998172315,-2.680834918465205,-4.442030355201496,-1.7611954367362905,37.99706904198191,12.434800237204321,13.014263152527898,43.533636483210685,47.795157254482476,NaN,NaN,-21.369047619047706
896824800,1095.5,1100.25,1078,1078.25,NaN,NaN,NaN,NaN,1107.1,1131.954275286181,1082.2457247138188,18017,15037.55,18017,15037.55,18017,15037.55,18017,15037.55,18017,15037.55,1095.1978191113617,1100.040737224474,1104.2402663846635,1097.9445696661608,-3.465132994911559,-6.0926116803757395,-2.6274786854641805,29.77999957428537,12.434800237204321,13.168061752442076,36.51972774104473,46.46885919221203,NaN,NaN,-37.80952380952385
896911200,1078,1099,1077.25,1097.75,NaN,NaN,NaN,NaN,1106.65,1131.8370006153925,1081.4629993846077,16626,15110.85,16626,15110.85,16626,15110.85,16626,15110.85,16626,15110.85,1095.764970419948,1099.7134890495493,1103.6502421678758,1097.9376207495122,-2.5066691713169598,-5.76081514961038,-3.2541459782934203,36.97002249981452,25.115737999295643,16.66177949123476,46.80443305448677,46.035136429784565,NaN,NaN,-17.666666666666742
896997600,1097.5,1118,1094.5,1117.5,NaN,NaN,NaN,NaN,1107.6125,1132.9129323085676,1082.3120676914323,11913,14959.9,11913,14959.9,11913,14959.9,11913,14959.9,11913,14959.9,1100.594976993293,1102.2544191853278,1104.9093110617052,1098.6362771513154,-0.484452587061698,-3.859711712120543,-3.375259125058845,42.95009755442179,51.54539030092303,29.698642845807665,54.79311024162682,46.410014039566796,NaN,NaN,2.6309523809522943
897256800,1117.25,1122.5,1114.5,1117,NaN,NaN,NaN,NaN,1107.6875,1133.0897021683088,1082.2852978316912,12003,14822,12003,14822,12003,14822,12003,14822,12003,14822,1104.24053766145,1104.360930730281,1106.0084646015503,1099.2921243959113,0.8072921574916094,-2.366143928194333,-3.1734360856859425,49.4069297843627,84.1243197232551,53.595149341157914,54.56968180867729,46.908961700337294,NaN,NaN,3
897343200,1116.75,1122,1112.75,1119.5,NaN,NaN,NaN,NaN,1108.05,1133.9051735635292,1082.1948264364707,18740,14917.15,18740,14917.15,18740,14917.15,18740,14917.15,18740,14917.15,1107.6315292922388,1106.5236549116696,1107.2349678195912,1100.0138342389146,1.7630889198223656,-0.9695749359079855,-2.732663855730351,50.31706848073086,98.89446517917689,78.18805840111834,55.54575066343101,47.22391723848816,NaN,NaN,6.095238095238074
897429600,1119.5,1127.75,1109.5,1113,NaN,NaN,NaN,NaN,1107.6,1132.7726041561273,1082.4273958438725,3898,14394.3,3898,14394.3,3898,14394.3,3898,14394.3,3898,14394.3,1108.8245227828525,1107.4488470671454,1107.7590616541738,1100.477625873239,1.8798381389858831,-0.38286618199799705,-2.26270432098388,45.78002564800819,93.72350302375939,92.24742930873045,52.393846586267195,47.038645566657195,NaN,NaN,0.48809523809518396
897516000,1113.25,1116,1090,1092,NaN,NaN,NaN,NaN,1106,1130.8656389421187,1081.1343610578813,1815,13662.25,1815,13662.25,1815,13662.25,1815,13662.25,1815,13662.25,1105.0857399422187,1105.241868914696,1106.3264196856126,1100.1748535206234,0.5349277694296868,-1.5940446091967715,-2.1289723786264583,43.07168004778636,73.82111746361326,88.81302855551651,43.75525416400227,46.44960798804083,NaN,NaN,-20.654761904761926
897602400,1103.5,1114,1091.75,1112.25,NaN,NaN,NaN,NaN,1105.6375,1129.9096419532734,1081.3653580467267,19159,14005.65,19159,14005.65,19159,14005.65,19159,14005.65,19159,14005.65,1106.6777977328368,1106.2430304983109,1106.8649269869204,1100.6061087520297,0.9756393345343675,-0.9094232104584989,-1.8850625449928664,51.750559037726234,67.56980108835874,78.37147385857713,51.97762000391057,46.60177729770124,NaN,NaN,-0.8690476190477057
897861600,1112.25,1114.25,1084,1085.25,NaN,NaN,NaN,NaN,1104.275,1129.876220674011,1078.6737793259892,20631,14362.15,20631,14362.15,20631,14362.15,20631,14362.15,20631,14362.15,1101.9160649033174,1103.2440261414092,1104.899933624473,1100.0576762966002,-0.5051669882247181,-2.516521280273764,-2.011354292049046,52.10516015396153,51.04151150648377,64.1441433528186,42.95981809268945,46.72768952693452,NaN,NaN,-27.583333333333258
897948000,1085,1100.5,1082.75,1099.5,NaN,NaN,NaN,NaN,1103.8375,1129.451107223501,1078.2238927764993,17820,14502.75,17820,14502.75,17820,14502.75,17820,14502.75,17820,14502.75,1101.379161591469,1102.709165264065,1104.4090305677028,1100.0377592860073,-0.4790871725240571,-2.6102132577041175,-2.1311260851800604,51.56919573578111,58.617831666423434,59.076381420421974,48.079671394912744,47.1234268298436,NaN,NaN,-12.190476190476147
898034400,1099.25,1126.75,1098.5,1122,NaN,NaN,NaN,NaN,1104.1625,1130.5141009950298,1077.81089900497,13415,14421.5,13415,14421.5,13415,14421.5,13415,14421.5,13415,14421.5,1105.9615701266982,1105.46499879777,1106.0082096070025,1100.8221250257927,1.0177001975647528,-0.8590008382241194,-1.8767010357888723,52.44296990378833,63.83372980896778,57.83102432729165,54.954753932536995,47.845597189083676,NaN,NaN,11.916666666666742
898120800,1122,1127,1116,1118,NaN,NaN,NaN,NaN,1103.8625,1129.4288230637646,1078.2961769362353,11683,14297.5,11683,14297.5,11683,14297.5,11683,14297.5,11683,14297.5,1108.6367767652098,1107.2557132552315,1107.0983723700024,1101.435620560586,1.6643468673620214,0.2037325484136545,-1.460614318948367,59.972953981608256,82.4682067971102,68.30658942416711,53.59601768238176,48.766268930222346,NaN,NaN,10.28571428571422
